代码,名称,暂停申购起始日,恢复申购日期,单日申购上限(万元),暂停申购天数,暂停申购原因,投资类型,基金成立年限,去年净值增长率,同类平均收益率,"同类基金区间收益排名
","同类基金区间收益排名(百分比)
","报告期净值增长率
[报告期]去年年报
过去1年
","报告期业绩比较基准增长率
","报告期净值增长率减基准增长率
","报告期净值增长率标准差减基准标准差
",基金规模2020,基金规模2018,基金规模2019,基金规模排名
004131.OF,国联安鑫发混合A,2019-06-25,——,1,——,为保护现有基金份额持有人利益,偏债混合型基金,3.164383562,17.72115362,31.39015396,1988/2986,66.57736102,17.68,10.38,7.3,0.23,2.053381861,2.561763068,0.254826969,4637/9376
004132.OF,国联安鑫发混合C,2019-06-25,——,1,——,为保护现有基金份额持有人利益,偏债混合型基金,3.164383562,17.46304201,31.39015396,2008/2986,67.24715338,17.42,10.38,7.04,0.23,0.014761164,2.03578E-05,2.13527E-05,8811/9376
003848.OF,中银广利灵活配置混合A,2019-06-25,——,1,——,保护基金份额持有人利益,偏股混合型基金,3.378082192,10.30783197,31.39015396,2444/2986,81.84862693,10.27,21.49,-11.22,-0.5,4.535317184,6.220022027,5.965389368,3358/9376
003849.OF,中银广利灵活配置混合C,2019-06-25,——,1,——,保护基金份额持有人利益,偏股混合型基金,3.378082192,10.72281935,31.39015396,2407/2986,80.60951105,10.7,21.49,-10.79,-0.5,0.002898239,1.809864378,0.001867811,9043/9376
001570.OF,南方利安A,2019-06-25,——,50,——,保护基金份额持有人的利益,偏股混合型基金,4.449315068,11.05815062,31.39015396,2378/2986,79.63831212,11.06,4.14,6.92,0.18,4.503185003,8.291491418,4.028669861,3370/9376
001580.OF,南方利安C,2019-06-25,——,50,——,保护基金份额持有人的利益,偏股混合型基金,4.449315068,10.96282173,31.39015396,2384/2986,79.83924983,6.5,3.04,3.46,0.18,0.751159281,0,0,6227/9376
005164.OF,富荣福锦混合A,2019-06-24,——,1,——,"保护基金份额持有人利益,加强基金投资运作的稳定性",偏股混合型基金,2.126027397,34.41097232,31.39015396,1292/2986,43.26858674,34.43,26.39,8.04,0.45,0.003252674,——,0.000252609,9025/9376
005165.OF,富荣福锦混合C,2019-06-24,——,1,——,"保护基金份额持有人利益,加强基金投资运作的稳定性",偏股混合型基金,2.126027397,34.02125556,31.39015396,1304/2986,43.67046216,34.05,26.39,7.66,0.45,2.239955177,——,0.7848175,4444/9376
004083.OF,国联安鑫隆混合A,2019-06-24,——,0.1,——,为保护现有基金份额持有人利益,偏债混合型基金,3.161643836,23.14760486,31.39015396,1751/2986,58.6403215,23.14,10.38,12.76,0.31,2.358880323,2.040713925,1.956245801,4341/9376
004084.OF,国联安鑫隆混合C,2019-06-24,——,0.1,——,为保护现有基金份额持有人利益,偏债混合型基金,3.161643836,23.42325087,31.39015396,1740/2986,58.2719357,23.41,10.38,13.03,0.31,0.012544719,2.04573E-05,2.15938E-05,8843/9376
161207.OF,国投瑞银沪深300指数分级,2019-06-24,——,1,——,满足投资者的需求,被动指数型基金,10.55068493,44.99307803,37.97667335,308/1097,28.07657247,44.99,34.16,10.83,0.01,1.837715033,2.279217815,1.459087587,4840/9376
006427.OF,招商添悦纯债A,2019-06-21,——,0.5,——,"为了保证基金的平稳运作,维护基金持有人利益。",长期纯债型基金,1.512328767,4.360050712,5.973972239,1141/2272,50.22007042,4.31,4.96,-0.65,0.03,3.065509872,——,2.0518192,3936/9376
006428.OF,招商添悦纯债C,2019-06-21,——,0.5,——,"为了保证基金的平稳运作,维护基金持有人利益。",长期纯债型基金,1.512328767,4.167881182,5.973972239,1253/2272,55.14964789,4.13,4.96,-0.83,0.03,0.000033815,——,0.000053047,9313/9376
002060.OF,东方新策略灵活配置混合C,2019-06-21,——,100,——,"为了保证基金的平稳运作,保护基金持有人利益。",偏股混合型基金,4.465753425,11.86494496,31.39015396,2315/2986,77.52846618,11.83,24.99,-13.16,-0.33,0.902185431,1.2971E-06,9.824E-07,5968/9376
001318.OF,东方新策略灵活配置混合A,2019-06-21,——,100,——,"为了保证基金的平稳运作,保护基金持有人利益。",偏股混合型基金,4.934246575,12.04897605,31.39015396,2303/2986,77.12659076,12.04,24.99,-12.95,-0.33,1.511702379,1.379515167,0.889255471,5165/9376
000590.OF,华安新活力混合,2019-06-21,——,300,——,"为了保证基金的平稳运作,保护基金持有人利益,本基金管理人决定自2019年6月21日起暂停华安新活力灵活配置混合型证券投资基金的大额申购、大额转换转入及定期定额投资业务。",偏股混合型基金,6.084931507,10.33954506,31.39015396,2439/2986,81.68117883,10.25,16.87,-6.62,-0.43,3.547677633,1.33062665,3.088776305,3684/9376
005005.OF,中金金泽A,2019-06-20,——,10,——,为保护中金金泽量化精选混合型发起式证券投资基金份额持有人的利益,偏股混合型基金,2.663013699,32.69724771,31.39015396,1356/2986,45.4119223,32.7,32.2,0.5,-0.08,2.104836168,0.128656681,0.136654516,4582/9376
005006.OF,中金金泽C,2019-06-20,——,10,——,为保护中金金泽量化精选混合型发起式证券投资基金份额持有人的利益,偏股混合型基金,2.663013699,32.26719154,31.39015396,1375/2986,46.04822505,32.28,32.2,0.08,-0.08,0.01962003,0.027410143,0.026009989,8759/9376
673081.OF,西部利得祥运混合A,2019-06-20,——,100,——,保护基金份额持有人利益,偏股混合型基金,3.402739726,4.046520513,31.39015396,2838/2986,95.0435365,4.02,20.09,-16.07,-0.45,0.29172226,2.131843439,2.13922267,7404/9376
673083.OF,西部利得祥运混合C,2019-06-20,——,100,——,保护基金份额持有人利益,偏股混合型基金,3.402739726,4.156378601,31.39015396,2833/2986,94.87608841,4.12,20.09,-15.97,-0.45,2.378124544,2.300342946,0.001413682,4324/9376
002087.OF,国富新机遇混合A,2019-06-20,——,10,——,"为保护基金份额持有人的利益,加强基金投资运作的稳定性",偏股混合型基金,4.449315068,16.10169479,31.39015396,2079/2986,69.62491628,16.1,17.56,-1.46,-0.3,3.125544232,5.112723923,2.593453418,3904/9376
002088.OF,国富新机遇混合C,2019-06-20,——,10,——,"为保护基金份额持有人的利益,加强基金投资运作的稳定性",偏股混合型基金,4.449315068,15.97353479,31.39015396,2084/2986,69.79236437,15.86,17.56,-1.7,-0.3,0.498888805,0.003456195,0.002605766,6836/9376
004652.OF,建信鑫利回报灵活配置混合A,2019-06-19,——,50,——,保护基金份额持有人利益,偏股混合型基金,2.304109589,36.03281726,31.39015396,1218/2986,40.79035499,36.03,17.99,18.04,0.25,0.290249514,——,0.801597211,7407/9376
004653.OF,建信鑫利回报灵活配置混合C,2019-06-19,——,50,——,保护基金份额持有人利益,偏股混合型基金,2.304109589,35.37943538,31.39015396,1252/2986,41.92900201,35.38,17.99,17.39,0.26,0.835577407,——,0.06089015,6070/9376
004206.OF,华商元亨灵活配置混合,2019-06-19,——,10,——,"为保证本基金的稳定运作,保护基金份额持有人利益,根据《华商元亨灵活配置混合型证券投资基金基金合同》及相关规定,本基金管理人决定于2019年6月19日起限制本基金的大额申购(含定期定额投资及转换转入)业务。",偏股混合型基金,3.263013699,18.34527851,31.39015396,1955/2986,65.47220362,18.32,23.15,-4.83,-0.4,2.072935457,2.107160062,1.209254365,4613/9376
001164.OF,中欧琪和灵活配置混合A,2019-06-19,——,100,——,"为保证中欧琪和灵活配置混合型证券投资基金的稳定运作,保护基金份额持有人利益。",偏股混合型基金,5.068493151,5.855148706,31.39015396,2750/2986,92.0964501,5.81,2.75,3.06,0.05,8.208284665,4.961357954,0.003271572,2523/9376
001165.OF,中欧琪和灵活配置混合C,2019-06-19,——,100,——,"为保证中欧琪和灵活配置混合型证券投资基金的稳定运作,保护基金份额持有人利益。",偏股混合型基金,5.068493151,5.304297154,31.39015396,2780/2986,93.10113865,5.27,2.75,2.52,0.05,0.263631967,1.221392546,1.242842465,7472/9376
006019.OF,广发景智纯债,2019-06-18,——,0.1,——,保护现有基金份额持有人利益,长期纯债型基金,1.479452055,3.954826147,5.973972239,1389/2272,61.13556338,3.92,4.28,-0.36,0,55.55001503,——,57.16874849,556/9376
001413.OF,中融鑫起点混合A,2019-06-18,——,100,——,"保护基金份额持有人利益,保持基金的平稳运行",偏股混合型基金,4.887671233,16.35068575,31.39015396,2066/2986,69.18955124,16.39,21.32,-4.93,-0.18,0.321338853,1.021332849,0.004843065,7296/9376
001414.OF,中融鑫起点混合C,2019-06-18,——,100,——,"保护基金份额持有人利益,保持基金的平稳运行",偏股混合型基金,4.887671233,16.24020236,31.39015396,2070/2986,69.32350971,16.27,21.32,-5.05,-0.18,0.329521243,4.931343837,0.007267611,7264/9376
519971.OF,长信改革红利混合,2019-06-17,——,1,——,"为保护基金份额持有人的利益,根据《长信改革红利灵活配置混合型基金基金合同》的有关规定,暂停本基金100万以上的大额申购(含转换转入、定期定额投资)业务。",偏股混合型基金,5.736986301,24.49541247,31.39015396,1687/2986,56.49698593,24.5,23.23,1.27,-0.16,5.104563589,0.584499705,0.129205652,3201/9376
001358.OF,宝盈祥泰混合A,2019-06-14,——,1,——,"为保证基金资产的有效运作, 保护现有基金份额持有人的利益。",偏债混合型基金,4.926027397,12.75992439,31.39015396,2258/2986,75.61955794,12.76,2.5,10.26,0.45,1.605604695,0.969368776,0.638031212,5056/9376
002643.OF,鹏华兴利混合,2019-06-12,——,100,——,"本基金的所有代销机构及本基金的直销网点自2019年6月12日起,单日单个基金账户累计申购、转换转入、定期定额投资金额限额设置为人民币100万元,如单日单个基金账户累计申购、转换转入、定期定额投资本基金金额超过100万元(不含100万元),基金管理人有权拒绝该申请。",偏债混合型基金,3.97260274,13.24074074,31.39015396,2215/2986,74.17950435,13.24,13.93,-0.69,-0.09,6.45087278,12.82813714,7.788451548,2829/9376
001835.OF,易方达瑞祥灵活配置混合I,2019-06-10,——,100,——,"为了基金的平稳运作,保护基金份额持有人利益,自2019年10月24日起,易方达瑞祥灵活配置混合型证券投资基金(以下简称""本基金"")I类基金份额、E类基金份额在易方达基金管理有限公司(以下简称""本公司"")直销中心的申购、转换转入业务限额调整如下:如果单日单个基金账户累计申购和转换转入本基金I类基金份额或E类基金份额的金额超过20万元(不含),本基金有权根据保护基金份额持有人利益的原则全部或部分拒绝该类份额的申请。",偏股混合型基金,2.279452055,19.55193483,31.39015396,1894/2986,63.42933691,19.43,12.46,6.97,0.08,3.837340904,——,0.099798671,3558/9376
001836.OF,易方达瑞祥灵活配置混合E,2019-06-10,——,100,——,"为了基金的平稳运作,保护基金份额持有人利益,自2019年10月24日起,易方达瑞祥灵活配置混合型证券投资基金(以下简称""本基金"")I类基金份额、E类基金份额在易方达基金管理有限公司(以下简称""本公司"")直销中心的申购、转换转入业务限额调整如下:如果单日单个基金账户累计申购和转换转入本基金I类基金份额或E类基金份额的金额超过20万元(不含),本基金有权根据保护基金份额持有人利益的原则全部或部分拒绝该类份额的申请。",偏股混合型基金,2.279452055,19.30894309,31.39015396,1907/2986,63.86470194,19.31,12.46,6.85,0.08,1.199211808,——,0.000835806,5498/9376
001922.OF,国泰多策略收益灵活配置混合,2019-06-10,——,100,——,保护基金份额持有人利益,偏股混合型基金,4.41369863,14.80019259,31.39015396,2155/2986,72.17012726,14.78,19.92,-5.14,-0.25,1.819461116,8.538409211,1.422891145,4853/9376
001342.OF,易方达新享混合A,2019-06-10,——,20,——,"为了基金的平稳运作,保护基金份额持有人利益",偏股混合型基金,4.926027397,17.76581403,31.39015396,1987/2986,66.5438714,17.37,3.55,13.82,0.38,4.6285476,3.05112852,0.052478231,3329/9376
001343.OF,易方达新享混合C,2019-06-10,——,20,——,"为了基金的平稳运作,保护基金份额持有人利益",偏股混合型基金,4.926027397,17.5422144,31.39015396,2004/2986,67.11319491,17.1,3.55,13.55,0.38,0.40445834,1.198966095,0.006769759,7073/9376
001381.OF,鹏华弘泽混合C,2019-06-10,——,1000,——,保护基金份额持有人利益,偏股混合型基金,4.936986301,10.16115815,31.39015396,2459/2986,82.3509712,10.08,4.5,5.58,0.18,0.263906303,0.213256901,0.002423549,7471/9376
001285.OF,易方达新鑫混合I,2019-06-10,——,20,——,"为了基金的平稳运作,保护基金份额持有人利益",偏股混合型基金,4.967123288,8.441558886,31.39015396,2582/2986,86.47019424,8.44,3.55,4.89,0.19,4.6618662,6.016278796,0.032715251,3316/9376
001286.OF,易方达新鑫混合E,2019-06-10,——,20,——,"为了基金的平稳运作,保护基金份额持有人利益",偏股混合型基金,4.967123288,8.022387501,31.39015396,2614/2986,87.54186202,7.92,3.55,4.37,0.19,0.34392738,0.262170319,0.020550012,7227/9376
001249.OF,易方达新利灵活配置混合,2019-06-10,——,20,——,"为了基金的平稳运作,保护基金份额持有人利益",偏股混合型基金,5.005479452,17.98245614,31.39015396,1973/2986,66.07501674,17.98,3.55,14.43,0.31,4.97170138,5.538356641,0.361972677,3245/9376
004166.OF,东方价值挖掘灵活配置混合A,2019-06-06,——,5,——,"为了保证基金的平稳运作,保护基金持有人利益。",偏股混合型基金,2.956164384,16.56455873,31.39015396,2049/2986,68.62022773,16.56,21.41,-4.85,-0.43,2.839956927,1.609792011,1.384917967,4061/9376
006550.OF,广发景润纯债,2019-06-04,——,0.1,——,保护现有基金份额持有人利益,长期纯债型基金,1.438356164,3.215171247,5.973972239,1845/2272,81.20598592,3.19,4.28,-1.09,-0.01,0.607865976,——,0.623586208,6544/9376
519221.OF,海富通欣益混合C,2019-06-04,——,10,——,为保护基金份额持有人利益,偏股混合型基金,3.646575342,14.7422136,31.39015396,2159/2986,72.30408573,14.74,13.92,0.82,-0.13,0.711669628,1.066886517,0.097862946,6315/9376
519222.OF,海富通欣益混合A,2019-06-04,——,10,——,为保护基金份额持有人利益,偏股混合型基金,3.646575342,14.85306178,31.39015396,2149/2986,71.96918955,14.85,13.92,0.93,-0.13,2.502411223,1.972575129,1.170870393,4243/9376
006277.OF,中金瑞和A,2019-05-30,——,0.1,——,为保护中金瑞和灵活配置混合型证券投资基金份额持有人的利益,偏股混合型基金,1.463013699,4.081428999,31.39015396,2837/2986,95.01004689,4.07,19.88,-15.81,-0.34,2.100737005,——,0.08035066,4585/9376
006278.OF,中金瑞和C,2019-05-30,——,0.1,——,为保护中金瑞和灵活配置混合型证券投资基金份额持有人的利益,偏股混合型基金,1.463013699,3.602794411,31.39015396,2855/2986,95.61286001,3.59,19.88,-16.29,-0.34,0.018620835,——,2.02559556,8767/9376
002819.OF,招商丰美混合A,2019-05-28,——,0.2,——,"为了保证基金的平稳运作,维护基金持有人利益。",偏股混合型基金,3.471232877,12.12424831,31.39015396,2295/2986,76.85867381,12.01,20.09,-8.08,-0.4,3.426998634,8.269641969,3.016094945,3738/9376
002820.OF,招商丰美混合C,2019-05-28,——,0.2,——,"为了保证基金的平稳运作,维护基金持有人利益。",偏股混合型基金,3.471232877,11.92384807,31.39015396,2313/2986,77.46148694,11.92,20.09,-8.17,-0.4,6.13547E-05,5.80766E-05,5.70811E-05,9290/9376
003861.OF,招商兴福混合A,2019-05-27,——,100,——,"为了保证基金的平稳运作,维护基金持有人利益。",偏股混合型基金,3.4,13.27221586,31.39015396,2214/2986,74.14601474,13.24,19.88,-6.64,-0.01,0.220120129,2.123435171,1.891361758,7617/9376
003862.OF,招商兴福混合C,2019-05-27,——,100,——,"为了保证基金的平稳运作,维护基金持有人利益。",偏股混合型基金,3.4,11.97080292,31.39015396,2309/2986,77.32752847,11.92,19.88,-7.96,-0.02,2.697698329,8.3729E-06,4.0101E-06,4138/9376
003182.OF,华富弘鑫灵活配置混合A,2019-05-22,——,1,——,为了维护基金持有人的利益。,偏股混合型基金,3.421917808,8.438686228,31.39015396,2583/2986,86.50368386,8.4,19.73,-11.33,-0.36,2.463974639,0.126056006,0.050662521,4263/9376
